sa_code,sa_name,subtype,area_km2,intersection_count,junction_density,street_density_km_km2,avg_street_length_m,dead_end_ratio,circuity_avg,amenity_count,amenity_density,walkability_index
2bc90628-4b6c-4913-986a-170c6dfbdfe9,נתיב השיירה,locality,0.6085,7.0,11.503942921882219,9.220159893045313,255.01580272238,0.75,1.0493756570684107,14,23.007885843764438,31.91
56642381-b94d-436a-89eb-2489b0dbaa28,בית העמק,locality,0.5068,48.0,94.71370821090441,28.50812109932147,116.51324738857461,0.616,1.2148817511109347,10,19.732022543938417,57.62
37887172-3be0-4b6d-af61-e25a68950d3c,أبو سنان,locality,6.4902,151.0,23.26585049968772,11.093792993432261,223.6053551565059,0.531055900621118,1.1469430733808454,85,13.096670811082491,30.08
b6881dac-7b58-40a4-b910-da5bf235e547,נס עמים,locality,0.161,20.0,124.22650920182743,64.87567450189322,153.5991058466469,0.7560975609756098,1.265318451091547,5,31.056627300456856,68.29
170bd4f7-370a-42af-9179-c93e6476fb98,רגבה,locality,0.3837,45.0,117.28398586298556,32.6676539108732,109.94788801627345,0.5794392523364486,1.3661281508560734,22,57.33883753301516,72.96
c51101ab-2b26-4feb-a5cc-9701ba712ce4,לוחמי הגטאות,locality,0.5925,42.0,70.88215427290947,22.314444031793744,119.11747369665026,0.6470588235294118,1.0745735483840708,16,27.00272543729885,53.74
793da7f6-4c61-4932-bf9b-eb0d14a1d434,שבי ציון,locality,0.5048,53.0,104.99965503077313,23.10320315829583,91.82405626560471,0.6159420289855072,1.1625674221066287,22,43.58476246560394,66.4
9cc554a5-af7e-4854-8667-43eaba037769,المزرعة,locality,0.9782,121.0,123.69689188876792,26.614092335254337,95.01401697768675,0.5567765567765568,1.1085027821765168,26,26.57949743064435,66.49
3702fc3f-c966-4052-9519-38c9d328591a,עברון,locality,0.4819,58.0,120.3607635631585,24.362226309273602,98.65363027673581,0.4368932038834951,1.0877383573769501,15,31.127783680127198,68.34
57777ec0-ea42-4456-889e-4305c796474b,עכו,locality,18.0987,1272.0,70.28127991070565,21.25461844374504,122.15974058257724,0.5933503836317136,1.3703061111913255,968,53.48449603267537,57.67
30d93800-e9c3-495c-ba6c-8bbda67aa009,בוסתן הגליל,locality,0.8567,34.0,39.685967005647726,41.017103895990736,408.60953013102505,0.569620253164557,1.3266037406644626,24,28.01362376869251,49.24
b91ea182-36a7-4662-806e-4eb0ca1e4cdb,שומרת,locality,0.4855,24.0,49.43615974378016,14.815580159659357,141.03113507051546,0.4,1.077571466115252,12,24.71807987189008,46.49
e9461443-f2d1-4323-bfec-6157989bc900,كفر ياسيف,locality,5.6377,100.0,17.737651954539217,8.158993254253838,194.90745112848847,0.5934959349593496,1.1099332758761689,263,46.65002464043814,41.0
